"time","metric","value","unit","group","definition","display_name","model","label","facet"
1979,"spawning_biomass",378707.7,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
1980,"spawning_biomass",335015.68,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
1981,"spawning_biomass",286147.19,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
1982,"spawning_biomass",258230.47,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
1983,"spawning_biomass",262511.22,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
1984,"spawning_biomass",291763.96,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
1985,"spawning_biomass",306669.31,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
1986,"spawning_biomass",306647.43,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
1987,"spawning_biomass",303943.85,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
1988,"spawning_biomass",303939.61,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
1989,"spawning_biomass",278362.52,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
1990,"spawning_biomass",268187.35,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
1991,"spawning_biomass",282464.94,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
1992,"spawning_biomass",308504.84,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
1993,"spawning_biomass",324483.9,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
1994,"spawning_biomass",326968.67,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
1995,"spawning_biomass",340610,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
1996,"spawning_biomass",350702.26,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
1997,"spawning_biomass",359925.55,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
1998,"spawning_biomass",386652.8,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
1999,"spawning_biomass",388052.1,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
2000,"spawning_biomass",376679.3,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
2001,"spawning_biomass",343124.78,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
2002,"spawning_biomass",322672.89,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
2003,"spawning_biomass",319949.21,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
2004,"spawning_biomass",302549.6,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
2005,"spawning_biomass",334034.33,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
2006,"spawning_biomass",376157.5,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
2007,"spawning_biomass",386582.3,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
2008,"spawning_biomass",359923.4,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
2009,"spawning_biomass",346573.41,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
2010,"spawning_biomass",359462.7,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
2011,"spawning_biomass",372875.2,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
2012,"spawning_biomass",382700,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
2013,"spawning_biomass",388454.7,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
2014,"spawning_biomass",413016.3,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
2015,"spawning_biomass",425087,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
2016,"spawning_biomass",390428.83,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
2017,"spawning_biomass",366696.94,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
2018,"spawning_biomass",359881.71,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
2019,"spawning_biomass",341431.76,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
2020,"spawning_biomass",299273.13,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
2021,"spawning_biomass",287414.62,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
2022,"spawning_biomass",340495.09,"t","KIMSA / hybrid F","MFCL report census spawning_biomass","Spawning potential","kimsa","Spawning potential","all"
1954,"dynamic_spawning_depletion",1,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1955,"dynamic_spawning_depletion",0.994653780755119,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1956,"dynamic_spawning_depletion",0.988395565950134,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1957,"dynamic_spawning_depletion",0.985840415612924,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1958,"dynamic_spawning_depletion",0.98162689621508,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1959,"dynamic_spawning_depletion",0.974185832067053,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1960,"dynamic_spawning_depletion",0.962552807760357,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1961,"dynamic_spawning_depletion",0.949471478687073,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1962,"dynamic_spawning_depletion",0.934847679628595,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1963,"dynamic_spawning_depletion",0.910259570048786,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1964,"dynamic_spawning_depletion",0.885915087049576,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1965,"dynamic_spawning_depletion",0.876150415136883,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1966,"dynamic_spawning_depletion",0.87779297044491,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1967,"dynamic_spawning_depletion",0.857609335470182,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1968,"dynamic_spawning_depletion",0.818017221699453,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1969,"dynamic_spawning_depletion",0.780352927195115,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1970,"dynamic_spawning_depletion",0.768405298476179,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1971,"dynamic_spawning_depletion",0.75159895740062,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1972,"dynamic_spawning_depletion",0.721032567589803,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1973,"dynamic_spawning_depletion",0.686511008750423,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1974,"dynamic_spawning_depletion",0.642898257938183,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1975,"dynamic_spawning_depletion",0.617536682677847,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1976,"dynamic_spawning_depletion",0.652166578417955,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1977,"dynamic_spawning_depletion",0.720501270353269,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1978,"dynamic_spawning_depletion",0.74587515199175,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1979,"dynamic_spawning_depletion",0.723769249395645,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1980,"dynamic_spawning_depletion",0.702624420571712,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1981,"dynamic_spawning_depletion",0.669263265236911,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1982,"dynamic_spawning_depletion",0.648886632376728,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1983,"dynamic_spawning_depletion",0.656844249743279,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1984,"dynamic_spawning_depletion",0.690403483963055,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1985,"dynamic_spawning_depletion",0.708504031276179,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1986,"dynamic_spawning_depletion",0.712058184685733,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1987,"dynamic_spawning_depletion",0.69856379548341,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1988,"dynamic_spawning_depletion",0.697901539591968,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1989,"dynamic_spawning_depletion",0.668934846970163,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1990,"dynamic_spawning_depletion",0.64684588664275,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1991,"dynamic_spawning_depletion",0.652868679677894,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1992,"dynamic_spawning_depletion",0.659007151343691,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1993,"dynamic_spawning_depletion",0.658579237102116,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1994,"dynamic_spawning_depletion",0.660118691426518,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1995,"dynamic_spawning_depletion",0.661816081930659,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1996,"dynamic_spawning_depletion",0.674223470477104,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1997,"dynamic_spawning_depletion",0.6768851389218,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1998,"dynamic_spawning_depletion",0.688252951999043,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1999,"dynamic_spawning_depletion",0.665345013942936,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
2000,"dynamic_spawning_depletion",0.664479778294643,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
2001,"dynamic_spawning_depletion",0.643144353268619,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
2002,"dynamic_spawning_depletion",0.614834143749134,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
2003,"dynamic_spawning_depletion",0.578352882353749,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
2004,"dynamic_spawning_depletion",0.55310086064838,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
2005,"dynamic_spawning_depletion",0.566617593126922,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
2006,"dynamic_spawning_depletion",0.577558414535112,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
2007,"dynamic_spawning_depletion",0.571622676863289,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
2008,"dynamic_spawning_depletion",0.554183932143596,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
2009,"dynamic_spawning_depletion",0.549660305755747,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
2010,"dynamic_spawning_depletion",0.546373700935832,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
2011,"dynamic_spawning_depletion",0.533091774800424,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
2012,"dynamic_spawning_depletion",0.543687499733626,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
2013,"dynamic_spawning_depletion",0.53881045905208,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
2014,"dynamic_spawning_depletion",0.543637422628508,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
2015,"dynamic_spawning_depletion",0.544361644419425,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
2016,"dynamic_spawning_depletion",0.515841847486448,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
2017,"dynamic_spawning_depletion",0.499940407478691,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
2018,"dynamic_spawning_depletion",0.492154879534903,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
2019,"dynamic_spawning_depletion",0.478505229292559,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
2020,"dynamic_spawning_depletion",0.452024164091801,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
2021,"dynamic_spawning_depletion",0.449746893320894,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
2022,"dynamic_spawning_depletion",0.497118409034633,"ratio","KIMSA / hybrid F","Ratio of spawning potential to dynamic unfished spawning potential at the same report census",,"kimsa","dynamic spawning depletion","all"
1954,"fishing_mortality",0.00149125821462591,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1955,"fishing_mortality",0.00214465363888726,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1956,"fishing_mortality",0.00142545228932729,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1957,"fishing_mortality",0.00236952512114996,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1958,"fishing_mortality",0.00412138096473812,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1959,"fishing_mortality",0.00737643558858932,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1960,"fishing_mortality",0.0108173813430705,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1961,"fishing_mortality",0.0106593126808331,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1962,"fishing_mortality",0.0102943832083502,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1963,"fishing_mortality",0.00770311495595519,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1964,"fishing_mortality",0.00895809097972724,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1965,"fishing_mortality",0.014765900429306,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1966,"fishing_mortality",0.0236791731124958,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1967,"fishing_mortality",0.0264413535776839,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1968,"fishing_mortality",0.0218375405163801,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1969,"fishing_mortality",0.0185669601384355,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1970,"fishing_mortality",0.025468926074541,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1971,"fishing_mortality",0.0342103943769304,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1972,"fishing_mortality",0.0350663711168406,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1973,"fishing_mortality",0.0311888088925607,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1974,"fishing_mortality",0.0194076245540496,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1975,"fishing_mortality",0.0117586117877212,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1976,"fishing_mortality",0.0137825959689394,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1977,"fishing_mortality",0.0298669712612077,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1978,"fishing_mortality",0.0359149705705408,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1979,"fishing_mortality",0.0235017181241986,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1980,"fishing_mortality",0.0223936685934614,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1981,"fishing_mortality",0.0226896131052249,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1982,"fishing_mortality",0.0237096191430426,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1983,"fishing_mortality",0.0209994196500253,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1984,"fishing_mortality",0.0226923882595282,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1985,"fishing_mortality",0.0297249390026171,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1986,"fishing_mortality",0.0321167806118419,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1987,"fishing_mortality",0.0212143085006692,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1988,"fishing_mortality",0.0280592622486398,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1989,"fishing_mortality",0.0540817580222235,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1990,"fishing_mortality",0.0332570750463543,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1991,"fishing_mortality",0.0256338566431945,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1992,"fishing_mortality",0.031147892994728,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1993,"fishing_mortality",0.0264822328919434,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1994,"fishing_mortality",0.0292319667928334,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1995,"fishing_mortality",0.0216903140516294,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1996,"fishing_mortality",0.0301920270426201,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1997,"fishing_mortality",0.0282181153668586,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1998,"fishing_mortality",0.0506456096465264,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
1999,"fishing_mortality",0.019345275624581,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
2000,"fishing_mortality",0.0360051947512313,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
2001,"fishing_mortality",0.0345069006087466,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
2002,"fishing_mortality",0.0397467283296098,"per year","KIMSA / hybrid F","Population-number-weighted fishing mortality across ages and regions at report censuses, annualized from seasonal integrated F",,"kimsa","fishing mortality","all"
