"axis","series","bin_unit","bin","variance","predicted","observed","fitted_predicted","lower","upper","unit","n_samples","probability","effective_sample_size","effective_size_type","effective_size_definition","uncertainty","scope","region","group"
"length","F9_R1","cm",97,443710.014613624,909.240239855194,826.713898557493,909.240239855194,0,2214.80285783559,"count",17,0.95,37.8587910218986,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F9_R1","cm",99,292443.488822092,706.872842783513,436.467169366633,706.872842783513,0,1766.7830369463,"count",17,0.95,37.8587910218986,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F9_R1","cm",101,208834.146228263,501.222149379997,273.333883787093,501.222149379997,0,1396.8938376066,"count",17,0.95,37.8587910218986,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F9_R1","cm",103,151399.770983084,325.349049962616,133.139396803599,325.349049962616,0,1087.9734566623,"count",17,0.95,37.8587910218986,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F9_R1","cm",105,111602.899981716,194.540766673095,67.9647899122321,194.540766673095,0,849.30633124549,"count",17,0.95,37.8587910218986,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F9_R1","cm",107,94765.1533865666,106.737007159815,42.9226827261514,106.737007159815,0,710.091326255368,"count",17,0.95,37.8587910218986,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F9_R1","cm",109,85477.7378878924,53.0513529190957,27.6354498617875,53.0513529190957,0,626.077713728461,"count",17,0.95,37.8587910218986,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F9_R1","cm",111,75496.4811034757,24.9107025125838,8.83456549335423,24.9107025125838,0,563.442617320159,"count",17,0.95,37.8587910218986,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F9_R1","cm",113,72009.324326248,10.1465779814664,10.6157443363945,10.1465779814664,0,536.094155317164,"count",17,0.95,37.8587910218986,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F9_R1","cm",115,70214.2304270345,3.58946200337631,8.05593298703995,3.58946200337631,0,522.940090011258,"count",17,0.95,37.8587910218986,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F9_R1","cm",117,69545.2345682613,1.07783590590777,5.62395321736751,1.07783590590777,0,517.948375566942,"count",17,0.95,37.8587910218986,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F9_R1","cm",119,70101.5106079187,0.11194446528084,6.45710890656468,0.11194446528084,0,519.045530070194,"count",17,0.95,37.8587910218986,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F9_R1","cm",121,66244.9907518473,0,0,0,0,504.457534437225,"count",17,0.95,37.8587910218986,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F9_R1","cm",123,66403.8496503406,0,0.234508043299071,0,0,505.062029821434,"count",17,0.95,37.8587910218986,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F9_R1","cm",125,,0,0.234508043299071,0,,,"count",17,0.95,37.8587910218986,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F9_R1","cm",127,,0,0,0,,,"count",17,0.95,37.8587910218986,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F9_R1","cm",129,,0,0.0223786706431037,0,,,"count",17,0.95,37.8587910218986,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length",,"cm",31,,0,55.8791829720736,0,,,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",33,,0,28.2283626365519,0,,,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",35,,0,43.2592138915395,0,,,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",37,,0,40.4788670093722,0,,,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",39,,0,55.1874493790383,0,,,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",41,,2.38245332012571,104.116615390364,2.38245332012571,,,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",43,,43.1810134699119,115.694929417124,43.1810134699119,,,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",45,,344.394944744721,654.75849601965,344.394944744721,,,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",47,,1412.83487383088,1732.65186447064,1412.83487383088,,,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",49,,3448.38369523108,3787.3164746666,3448.38369523108,,,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",51,,5412.95682668504,6580.28164883573,5412.95682668504,,,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",53,2485639039.45229,6115.89243494916,5914.92648847784,6115.89243494916,0,103832.216624747,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",55,2502663996.01849,7078.24417691503,6514.26159066261,7078.24417691503,0,105128.642864217,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",57,2514300564.36424,11481.8619051544,11169.1501072698,11481.8619051544,0,109759.947360932,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",59,2524129921.08432,18508.6634643471,20420.6275345046,18508.6634643471,0,116978.6647334,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",61,2523210568.65785,23408.1117165917,30504.375390204,23408.1117165917,0,121860.178710837,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",63,2533686527.81172,23095.7348559174,27486.5866886309,23095.7348559174,0,121751.968623157,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",65,2549141391.91624,20359.722410353,21045.05779544,20359.722410353,0,119316.388103843,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",67,2552849801.95317,20326.7707882541,18662.1323110306,20326.7707882541,0,119355.38983154,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",69,2589372629.13267,24617.0576322066,20679.6094901145,24617.0576322066,0,124351.54678338,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",71,2618521281.18157,30419.118801668,23845.4749310172,30419.118801668,0,130713.394175541,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",73,2661704105.86233,35288.1366089395,26716.2340837733,35288.1366089395,0,136406.021849596,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",75,2690319597.0152,38256.3164795281,28000.2057651743,38256.3164795281,0,139916.298510022,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",77,2734246705.73098,41675.2777598539,28560.7650678052,41675.2777598539,0,144161.843346199,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",79,2943886221.39652,48979.6807783069,34762.6530285159,48979.6807783069,0,155322.605753613,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",81,3587788120.84329,63469.0640029062,55609.4513115816,63469.0640029062,0,180867.276611085,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",83,4393556238.92569,89109.5134864602,81122.7708182566,89109.5134864602,0,219023.582656188,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",85,5728519027.52504,130242.577067123,123976.940286958,130242.577067123,0,278586.333079299,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",87,7639627697.5771,191460.835592822,189423.752538839,191460.835592822,20150.2544669709,362771.416718672,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",89,9879893527.16032,270260.169825315,266515.252540371,270260.169825315,75444.348759805,465075.990890825,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",91,13867586546.4919,354512.91912876,415146.842256324,354512.91912876,123706.154364899,585319.683892622,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",93,15528629977.0268,424614.211288263,491129.173778385,424614.211288263,180375.40888671,668853.013689816,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",95,15828958374.742,461740.716371069,503089.762655411,461740.716371069,215151.398331838,708330.034410299,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",97,16095251126.6657,455784.511235079,512889.686098378,455784.511235079,207129.641160478,704439.381309681,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",99,14642061219.5355,409230.625646899,448592.101385766,409230.625646899,172066.388830029,646394.862463768,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",101,12086706933.1754,335120.170096113,341924.268667401,335120.170096113,119642.591305207,550597.74888702,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",103,9211150331.31889,250618.264294234,225420.179183606,250618.264294234,62511.2344176652,438725.294170804,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",105,5997661359.70369,171238.587873989,114768.004568273,171238.587873989,19450.0206702305,323027.155077748,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",107,3992329611.66341,106906.397086035,49810.1519177091,106906.397086035,0,230746.494800155,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",109,3219840048.48688,60732.3959919759,23636.2255907852,60732.3959919759,0,171947.87582947,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",111,2856101101.70935,31435.0225299051,11549.1465180647,31435.0225299051,0,136180.403191563,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",113,2676436102.13512,14504.6033958635,6639.44172327606,14504.6033958635,0,115901.936065767,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",115,2589028932.2215,5803.42228193962,3578.1118403809,5803.42228193962,0,105531.292151473,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",117,2530015663.48142,1944.55498601363,1707.96845631787,1944.55498601363,0,100529.295118425,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",119,2528454450.70932,264.204338662647,1500.33724617576,264.204338662647,0,98818.5226225442,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",121,,0,1342.76279990616,0,,,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",123,,0,628.262008117477,0,,,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",125,,0,572.641911184021,0,,,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",127,,0,285.308972915717,0,,,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",129,,0,929.031691353115,0,,,"count",898,0.95,9199.51094214644,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 1",
"length",,"cm",31,,0,9.75385964465823,0,,,"count",241,0.95,1057.43372643029,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 2",
"length",,"cm",33,,0,2.25232808949679,0,,,"count",241,0.95,1057.43372643029,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 2",
"length",,"cm",35,,0,3.41807571804196,0,,,"count",241,0.95,1057.43372643029,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 2",
"length",,"cm",37,,0,3.85957430173777,0,,,"count",241,0.95,1057.43372643029,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 2",
"length",,"cm",39,,0,4.9360936015625,0,,,"count",241,0.95,1057.43372643029,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 2",
"length",,"cm",41,,1.1241790684966e-06,2.04145996902307,1.1241790684966e-06,,,"count",241,0.95,1057.43372643029,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 2",
"length",,"cm",43,,1.19400969028932e-05,3.3230856217982,1.19400969028932e-05,,,"count",241,0.95,1057.43372643029,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 2",
"length",,"cm",45,,5.14729901226009e-05,7.39323817214242,5.14729901226009e-05,,,"count",241,0.95,1057.43372643029,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 2",
"length",,"cm",47,,9.20635615717772e-05,5.45226059932898,9.20635615717772e-05,,,"count",241,0.95,1057.43372643029,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 2",
"length",,"cm",49,,0.0810247250151343,11.5196846973928,0.0810247250151343,,,"count",241,0.95,1057.43372643029,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 2",
"length",,"cm",51,,1.94480363828843,29.9154997616779,1.94480363828843,,,"count",241,0.95,1057.43372643029,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 2",
"length",,"cm",53,3226429.64145474,7.66501849243458,28.8293123467663,7.66501849243458,0,3528.20426774322,"count",241,0.95,1057.43372643029,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 2",
"length",,"cm",55,3405999.32524897,19.62647110416,23.5929999922899,19.62647110416,0,3636.80854438384,"count",241,0.95,1057.43372643029,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 2",
"length",,"cm",57,5981080.6427953,35.2046639605258,57.9415727455913,35.2046639605258,0,4828.54118381273,"count",241,0.95,1057.43372643029,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 2",
"length",,"cm",59,6295944.5814464,58.1355257804271,168.934451524485,58.1355257804271,0,4976.02245483834,"count",241,0.95,1057.43372643029,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 2",
"length",,"cm",61,7240163.85146223,104.336951824844,390.742739090243,104.336951824844,0,5378.12034616996,"count",241,0.95,1057.43372643029,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 2",
"length",,"cm",63,8121212.02110042,235.404860467697,554.163945700256,235.404860467697,0,5820.85932301444,"count",241,0.95,1057.43372643029,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 2",
"length",,"cm",65,9566378.24227688,461.239877806864,1001.09410350184,461.239877806864,0,6523.3226948666,"count",241,0.95,1057.43372643029,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 2",
"length",,"cm",67,10579675.7922501,808.877700010789,1414.59376236811,808.877700010789,0,7183.9376128448,"count",241,0.95,1057.43372643029,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 2",
"length",,"cm",69,10512753.5219915,1320.80371345146,1387.76031176557,1320.80371345146,0,7675.66875897663,"count",241,0.95,1057.43372643029,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 2",
"length",,"cm",71,11989988.3150951,2015.42388278686,2301.70930368545,2015.42388278686,0,8802.1054262985,"count",241,0.95,1057.43372643029,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 2",
"length",,"cm",73,15744404.5311471,2936.96491326136,4015.92552728286,2936.96491326136,0,10713.9490114032,"count",241,0.95,1057.43372643029,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 2",
"length",,"cm",75,15496830.762635,4030.3239005323,4595.42691293311,4030.3239005323,0,11745.9209108698,"count",241,0.95,1057.43372643029,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 2",
"length",,"cm",77,18723048.5087569,5230.06414203857,6548.85809082242,5230.06414203857,0,13710.8553695272,"count",241,0.95,1057.43372643029,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 2",
"length",,"cm",79,17196924.4285461,6526.95160145823,5868.57832149534,6526.95160145823,0,14654.7604719256,"count",241,0.95,1057.43372643029,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 2",
"length",,"cm",81,19266122.2560018,7915.09132181302,7314.30412947215,7915.09132181302,0,16517.9986955379,"count",241,0.95,1057.43372643029,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 2",
"length",,"cm",83,21309039.1471332,9441.96680822956,9156.73336495956,9441.96680822956,394.436957918409,18489.4966585407,"count",241,0.95,1057.43372643029,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 2",
"length",,"cm",85,21482551.4952447,11458.0936784617,10326.0122709864,11458.0936784617,2373.80301091792,20542.3843460056,"count",241,0.95,1057.43372643029,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 2",
"length",,"cm",87,22122053.1091424,14492.5779080497,12865.4224593332,14492.5779080497,5274.06631191996,23711.0895041795,"count",241,0.95,1057.43372643029,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 2",
"length",,"cm",89,21622240.7344634,18708.6903343101,15861.8899736062,18708.6903343101,9594.9124462674,27822.4682223528,"count",241,0.95,1057.43372643029,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 2",
"length",,"cm",91,25896308.235238,23526.8276087325,21254.6191117652,23526.8276087325,13552.8814642183,33500.7737532467,"count",241,0.95,1057.43372643029,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 2",
"length",,"cm",93,29184713.2466633,27624.0001287994,26234.7190639329,27624.0001287994,17035.7106479237,38212.2896096751,"count",241,0.95,1057.43372643029,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 2",
"length",,"cm",95,34872005.4524457,29606.0946235134,31403.0739370145,29606.0946235134,18032.0126754455,41180.1765715813,"count",241,0.95,1057.43372643029,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 2",
"length",,"cm",97,36698739.817202,28676.5156112293,30179.1694856437,28676.5156112293,16803.1547652368,40549.8764572219,"count",241,0.95,1057.43372643029,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 2",
"length",,"cm",99,32532124.1884131,25041.4019573636,24677.9420551771,25041.4019573636,13862.3673201735,36220.4365945537,"count",241,0.95,1057.43372643029,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/region/bin_unit","Region 2",
