"time","metric","group","value","unit","definition","model","label"
2034,"biomass_depletion","all",0.781844534049007,"ratio","Illustrative surplus-production biomass_depletion","lower-F-10","lower-F 10"
2034,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-10","lower-F 10"
2034,"catch","all",96723.1291187782,"t","Illustrative surplus-production catch","lower-F-10","lower-F 10"
2035,"total_biomass","all",2544409.74622,"t","Illustrative surplus-production total_biomass","lower-F-10","lower-F 10"
2035,"biomass_depletion","all",0.806455059595917,"ratio","Illustrative surplus-production biomass_depletion","lower-F-10","lower-F 10"
2035,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-10","lower-F 10"
2035,"catch","all",99767.733175581,"t","Illustrative surplus-production catch","lower-F-10","lower-F 10"
2036,"total_biomass","all",2595808.32593464,"t","Illustrative surplus-production total_biomass","lower-F-10","lower-F 10"
2036,"biomass_depletion","all",0.822745928127803,"ratio","Illustrative surplus-production biomass_depletion","lower-F-10","lower-F 10"
2036,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-10","lower-F 10"
2036,"catch","all",101783.100312966,"t","Illustrative surplus-production catch","lower-F-10","lower-F 10"
2037,"total_biomass","all",2612545.68159399,"t","Illustrative surplus-production total_biomass","lower-F-10","lower-F 10"
2037,"biomass_depletion","all",0.828050861885343,"ratio","Illustrative surplus-production biomass_depletion","lower-F-10","lower-F 10"
2037,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-10","lower-F 10"
2037,"catch","all",102439.381415476,"t","Illustrative surplus-production catch","lower-F-10","lower-F 10"
2038,"total_biomass","all",2643428.39185741,"t","Illustrative surplus-production total_biomass","lower-F-10","lower-F 10"
2038,"biomass_depletion","all",0.837839190193302,"ratio","Illustrative surplus-production biomass_depletion","lower-F-10","lower-F 10"
2038,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-10","lower-F 10"
2038,"catch","all",103650.309805401,"t","Illustrative surplus-production catch","lower-F-10","lower-F 10"
2039,"total_biomass","all",2681791.16781159,"t","Illustrative surplus-production total_biomass","lower-F-10","lower-F 10"
2039,"biomass_depletion","all",0.849998338229247,"ratio","Illustrative surplus-production biomass_depletion","lower-F-10","lower-F 10"
2039,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-10","lower-F 10"
2039,"catch","all",105154.535766238,"t","Illustrative surplus-production catch","lower-F-10","lower-F 10"
2040,"total_biomass","all",2687735.13806663,"t","Illustrative surplus-production total_biomass","lower-F-10","lower-F 10"
2040,"biomass_depletion","all",0.851882289858261,"ratio","Illustrative surplus-production biomass_depletion","lower-F-10","lower-F 10"
2040,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-10","lower-F 10"
2040,"catch","all",105387.602173601,"t","Illustrative surplus-production catch","lower-F-10","lower-F 10"
2041,"total_biomass","all",2702848.62230666,"t","Illustrative surplus-production total_biomass","lower-F-10","lower-F 10"
2041,"biomass_depletion","all",0.856672534767359,"ratio","Illustrative surplus-production biomass_depletion","lower-F-10","lower-F 10"
2041,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-10","lower-F 10"
2041,"catch","all",105980.210367015,"t","Illustrative surplus-production catch","lower-F-10","lower-F 10"
2042,"total_biomass","all",2706204.88350643,"t","Illustrative surplus-production total_biomass","lower-F-10","lower-F 10"
2042,"biomass_depletion","all",0.857736307546059,"ratio","Illustrative surplus-production biomass_depletion","lower-F-10","lower-F 10"
2042,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-10","lower-F 10"
2042,"catch","all",106111.811251009,"t","Illustrative surplus-production catch","lower-F-10","lower-F 10"
2043,"total_biomass","all",2725268.14957299,"t","Illustrative surplus-production total_biomass","lower-F-10","lower-F 10"
2043,"biomass_depletion","all",0.863778442620662,"ratio","Illustrative surplus-production biomass_depletion","lower-F-10","lower-F 10"
2043,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-10","lower-F 10"
2043,"catch","all",106859.292605067,"t","Illustrative surplus-production catch","lower-F-10","lower-F 10"
2044,"total_biomass","all",2740234.29340531,"t","Illustrative surplus-production total_biomass","lower-F-10","lower-F 10"
2044,"biomass_depletion","all",0.868521987733294,"ratio","Illustrative surplus-production biomass_depletion","lower-F-10","lower-F 10"
2044,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-10","lower-F 10"
2044,"catch","all",107446.12349846,"t","Illustrative surplus-production catch","lower-F-10","lower-F 10"
2045,"total_biomass","all",2743113.74422607,"t","Illustrative surplus-production total_biomass","lower-F-10","lower-F 10"
2045,"biomass_depletion","all",0.869434634639599,"ratio","Illustrative surplus-production biomass_depletion","lower-F-10","lower-F 10"
2045,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-10","lower-F 10"
2045,"catch","all",107559.028380075,"t","Illustrative surplus-production catch","lower-F-10","lower-F 10"
2046,"total_biomass","all",2747025.40457627,"t","Illustrative surplus-production total_biomass","lower-F-10","lower-F 10"
2046,"biomass_depletion","all",0.870674442137397,"ratio","Illustrative surplus-production biomass_depletion","lower-F-10","lower-F 10"
2046,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-10","lower-F 10"
2046,"catch","all",107712.406776252,"t","Illustrative surplus-production catch","lower-F-10","lower-F 10"
2047,"total_biomass","all",2744566.03272842,"t","Illustrative surplus-production total_biomass","lower-F-10","lower-F 10"
2047,"biomass_depletion","all",0.86989493998643,"ratio","Illustrative surplus-production biomass_depletion","lower-F-10","lower-F 10"
2047,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-10","lower-F 10"
2047,"catch","all",107615.973426765,"t","Illustrative surplus-production catch","lower-F-10","lower-F 10"
2048,"total_biomass","all",2764071.09829632,"t","Illustrative surplus-production total_biomass","lower-F-10","lower-F 10"
2048,"biomass_depletion","all",0.876077104175334,"ratio","Illustrative surplus-production biomass_depletion","lower-F-10","lower-F 10"
2048,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-10","lower-F 10"
2048,"catch","all",108380.777987053,"t","Illustrative surplus-production catch","lower-F-10","lower-F 10"
2049,"total_biomass","all",2766855.22873056,"t","Illustrative surplus-production total_biomass","lower-F-10","lower-F 10"
2049,"biomass_depletion","all",0.87695953912065,"ratio","Illustrative surplus-production biomass_depletion","lower-F-10","lower-F 10"
2049,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-10","lower-F 10"
2049,"catch","all",108489.945302852,"t","Illustrative surplus-production catch","lower-F-10","lower-F 10"
2050,"total_biomass","all",2749930.46852467,"t","Illustrative surplus-production total_biomass","lower-F-10","lower-F 10"
2050,"biomass_depletion","all",0.871595207168707,"ratio","Illustrative surplus-production biomass_depletion","lower-F-10","lower-F 10"
2050,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-10","lower-F 10"
2050,"catch","all",107826.315962967,"t","Illustrative surplus-production catch","lower-F-10","lower-F 10"
2051,"total_biomass","all",2736708.46861797,"t","Illustrative surplus-production total_biomass","lower-F-10","lower-F 10"
2051,"biomass_depletion","all",0.867404471482922,"ratio","Illustrative surplus-production biomass_depletion","lower-F-10","lower-F 10"
2051,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-10","lower-F 10"
2051,"catch","all",107307.873931097,"t","Illustrative surplus-production catch","lower-F-10","lower-F 10"
2052,"total_biomass","all",2737807.27801879,"t","Illustrative surplus-production total_biomass","lower-F-10","lower-F 10"
2052,"biomass_depletion","all",0.867752741018575,"ratio","Illustrative surplus-production biomass_depletion","lower-F-10","lower-F 10"
2052,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-10","lower-F 10"
2052,"catch","all",107350.958863968,"t","Illustrative surplus-production catch","lower-F-10","lower-F 10"
2023,"total_biomass","all",902918.314809643,"t","Illustrative surplus-production total_biomass","lower-F-11","lower-F 11"
2023,"biomass_depletion","all",0.286181517918576,"ratio","Illustrative surplus-production biomass_depletion","lower-F-11","lower-F 11"
2023,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-11","lower-F 11"
2023,"catch","all",35403.9335233253,"t","Illustrative surplus-production catch","lower-F-11","lower-F 11"
2024,"total_biomass","all",1064020.45140944,"t","Illustrative surplus-production total_biomass","lower-F-11","lower-F 11"
2024,"biomass_depletion","all",0.337243118105272,"ratio","Illustrative surplus-production biomass_depletion","lower-F-11","lower-F 11"
2024,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-11","lower-F 11"
2024,"catch","all",41720.8386531624,"t","Illustrative surplus-production catch","lower-F-11","lower-F 11"
2025,"total_biomass","all",1226204.82211783,"t","Illustrative surplus-production total_biomass","lower-F-11","lower-F 11"
2025,"biomass_depletion","all",0.388647734260147,"ratio","Illustrative surplus-production biomass_depletion","lower-F-11","lower-F 11"
2025,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-11","lower-F 11"
2025,"catch","all",48080.178789366,"t","Illustrative surplus-production catch","lower-F-11","lower-F 11"
2026,"total_biomass","all",1392543.03284089,"t","Illustrative surplus-production total_biomass","lower-F-11","lower-F 11"
2026,"biomass_depletion","all",0.441368917175369,"ratio","Illustrative surplus-production biomass_depletion","lower-F-11","lower-F 11"
2026,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-11","lower-F 11"
2026,"catch","all",54602.3933222159,"t","Illustrative surplus-production catch","lower-F-11","lower-F 11"
2027,"total_biomass","all",1589307.24433465,"t","Illustrative surplus-production total_biomass","lower-F-11","lower-F 11"
2027,"biomass_depletion","all",0.503733673536755,"ratio","Illustrative surplus-production biomass_depletion","lower-F-11","lower-F 11"
2027,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-11","lower-F 11"
2027,"catch","all",62317.6284096372,"t","Illustrative surplus-production catch","lower-F-11","lower-F 11"
2028,"total_biomass","all",1780805.24631166,"t","Illustrative surplus-production total_biomass","lower-F-11","lower-F 11"
2028,"biomass_depletion","all",0.564429295704646,"ratio","Illustrative surplus-production biomass_depletion","lower-F-11","lower-F 11"
2028,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-11","lower-F 11"
2028,"catch","all",69826.3724683653,"t","Illustrative surplus-production catch","lower-F-11","lower-F 11"
2029,"total_biomass","all",1956334.79221708,"t","Illustrative surplus-production total_biomass","lower-F-11","lower-F 11"
2029,"biomass_depletion","all",0.62006368816612,"ratio","Illustrative surplus-production biomass_depletion","lower-F-11","lower-F 11"
2029,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-11","lower-F 11"
2029,"catch","all",76708.984408655,"t","Illustrative surplus-production catch","lower-F-11","lower-F 11"
2030,"total_biomass","all",2101423.82987095,"t","Illustrative surplus-production total_biomass","lower-F-11","lower-F 11"
2030,"biomass_depletion","all",0.666049909010344,"ratio","Illustrative surplus-production biomass_depletion","lower-F-11","lower-F 11"
2030,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-11","lower-F 11"
2030,"catch","all",82398.006947913,"t","Illustrative surplus-production catch","lower-F-11","lower-F 11"
2031,"total_biomass","all",2243423.68266892,"t","Illustrative surplus-production total_biomass","lower-F-11","lower-F 11"
2031,"biomass_depletion","all",0.711057007383914,"ratio","Illustrative surplus-production biomass_depletion","lower-F-11","lower-F 11"
2031,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-11","lower-F 11"
2031,"catch","all",87965.9008164088,"t","Illustrative surplus-production catch","lower-F-11","lower-F 11"
2032,"total_biomass","all",2326561.61839779,"t","Illustrative surplus-production total_biomass","lower-F-11","lower-F 11"
2032,"biomass_depletion","all",0.737407719572669,"ratio","Illustrative surplus-production biomass_depletion","lower-F-11","lower-F 11"
2032,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-11","lower-F 11"
2032,"catch","all",91225.7859040558,"t","Illustrative surplus-production catch","lower-F-11","lower-F 11"
2033,"total_biomass","all",2399170.71611875,"t","Illustrative surplus-production total_biomass","lower-F-11","lower-F 11"
2033,"biomass_depletion","all",0.760421298386677,"ratio","Illustrative surplus-production biomass_depletion","lower-F-11","lower-F 11"
2033,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-11","lower-F 11"
2033,"catch","all",94072.8293483385,"t","Illustrative surplus-production catch","lower-F-11","lower-F 11"
2034,"total_biomass","all",2493927.61584065,"t","Illustrative surplus-production total_biomass","lower-F-11","lower-F 11"
2034,"biomass_depletion","all",0.790454661262241,"ratio","Illustrative surplus-production biomass_depletion","lower-F-11","lower-F 11"
2034,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-11","lower-F 11"
2034,"catch","all",97788.3005306212,"t","Illustrative surplus-production catch","lower-F-11","lower-F 11"
2035,"total_biomass","all",2546927.43859725,"t","Illustrative surplus-production total_biomass","lower-F-11","lower-F 11"
2035,"biomass_depletion","all",0.807253046539317,"ratio","Illustrative surplus-production biomass_depletion","lower-F-11","lower-F 11"
2035,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-11","lower-F 11"
2035,"catch","all",99866.453305735,"t","Illustrative surplus-production catch","lower-F-11","lower-F 11"
2036,"total_biomass","all",2597275.80870504,"t","Illustrative surplus-production total_biomass","lower-F-11","lower-F 11"
2036,"biomass_depletion","all",0.823211049324109,"ratio","Illustrative surplus-production biomass_depletion","lower-F-11","lower-F 11"
2036,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-11","lower-F 11"
2036,"catch","all",101840.641135428,"t","Illustrative surplus-production catch","lower-F-11","lower-F 11"
2037,"total_biomass","all",2654371.4713243,"t","Illustrative surplus-production total_biomass","lower-F-11","lower-F 11"
2037,"biomass_depletion","all",0.841307618113272,"ratio","Illustrative surplus-production biomass_depletion","lower-F-11","lower-F 11"
2037,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-11","lower-F 11"
2037,"catch","all",104079.394088699,"t","Illustrative surplus-production catch","lower-F-11","lower-F 11"
2038,"total_biomass","all",2672179.95848061,"t","Illustrative surplus-production total_biomass","lower-F-11","lower-F 11"
2038,"biomass_depletion","all",0.846952048847076,"ratio","Illustrative surplus-production biomass_depletion","lower-F-11","lower-F 11"
2038,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-11","lower-F 11"
2038,"catch","all",104777.674857946,"t","Illustrative surplus-production catch","lower-F-11","lower-F 11"
2039,"total_biomass","all",2679905.53627955,"t","Illustrative surplus-production total_biomass","lower-F-11","lower-F 11"
2039,"biomass_depletion","all",0.849400684061397,"ratio","Illustrative surplus-production biomass_depletion","lower-F-11","lower-F 11"
2039,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-11","lower-F 11"
2039,"catch","all",105080.599096315,"t","Illustrative surplus-production catch","lower-F-11","lower-F 11"
2040,"total_biomass","all",2670040.0430903,"t","Illustrative surplus-production total_biomass","lower-F-11","lower-F 11"
2040,"biomass_depletion","all",0.846273798971566,"ratio","Illustrative surplus-production biomass_depletion","lower-F-11","lower-F 11"
2040,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-11","lower-F 11"
2040,"catch","all",104693.767575326,"t","Illustrative surplus-production catch","lower-F-11","lower-F 11"
2041,"total_biomass","all",2686273.63498643,"t","Illustrative surplus-production total_biomass","lower-F-11","lower-F 11"
2041,"biomass_depletion","all",0.85141906393508,"ratio","Illustrative surplus-production biomass_depletion","lower-F-11","lower-F 11"
2041,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-11","lower-F 11"
2041,"catch","all",105330.295818145,"t","Illustrative surplus-production catch","lower-F-11","lower-F 11"
2042,"total_biomass","all",2698546.32772661,"t","Illustrative surplus-production total_biomass","lower-F-11","lower-F 11"
2042,"biomass_depletion","all",0.855308915076347,"ratio","Illustrative surplus-production biomass_depletion","lower-F-11","lower-F 11"
2042,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-11","lower-F 11"
2042,"catch","all",105811.514983599,"t","Illustrative surplus-production catch","lower-F-11","lower-F 11"
2043,"total_biomass","all",2718779.19385743,"t","Illustrative surplus-production total_biomass","lower-F-11","lower-F 11"
2043,"biomass_depletion","all",0.861721756909533,"ratio","Illustrative surplus-production biomass_depletion","lower-F-11","lower-F 11"
2043,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-11","lower-F 11"
2043,"catch","all",106604.857012144,"t","Illustrative surplus-production catch","lower-F-11","lower-F 11"
2044,"total_biomass","all",2719926.6623218,"t","Illustrative surplus-production total_biomass","lower-F-11","lower-F 11"
2044,"biomass_depletion","all",0.86208544901934,"ratio","Illustrative surplus-production biomass_depletion","lower-F-11","lower-F 11"
2044,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-11","lower-F 11"
2044,"catch","all",106649.849894187,"t","Illustrative surplus-production catch","lower-F-11","lower-F 11"
2045,"total_biomass","all",2722792.27713622,"t","Illustrative surplus-production total_biomass","lower-F-11","lower-F 11"
2045,"biomass_depletion","all",0.862993710579562,"ratio","Illustrative surplus-production biomass_depletion","lower-F-11","lower-F 11"
2045,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-11","lower-F 11"
2045,"catch","all",106762.212258234,"t","Illustrative surplus-production catch","lower-F-11","lower-F 11"
2046,"total_biomass","all",2726384.64009892,"t","Illustrative surplus-production total_biomass","lower-F-11","lower-F 11"
2046,"biomass_depletion","all",0.864132316219425,"ratio","Illustrative surplus-production biomass_depletion","lower-F-11","lower-F 11"
2046,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-11","lower-F 11"
2046,"catch","all",106903.07082477,"t","Illustrative surplus-production catch","lower-F-11","lower-F 11"
2047,"total_biomass","all",2733330.69753634,"t","Illustrative surplus-production total_biomass","lower-F-11","lower-F 11"
2047,"biomass_depletion","all",0.866333881110055,"ratio","Illustrative surplus-production biomass_depletion","lower-F-11","lower-F 11"
2047,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-11","lower-F 11"
2047,"catch","all",107175.429632572,"t","Illustrative surplus-production catch","lower-F-11","lower-F 11"
2048,"total_biomass","all",2741091.7919705,"t","Illustrative surplus-production total_biomass","lower-F-11","lower-F 11"
2048,"biomass_depletion","all",0.868793773383195,"ratio","Illustrative surplus-production biomass_depletion","lower-F-11","lower-F 11"
2048,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-11","lower-F 11"
2048,"catch","all",107479.746498127,"t","Illustrative surplus-production catch","lower-F-11","lower-F 11"
2049,"total_biomass","all",2735408.18123919,"t","Illustrative surplus-production total_biomass","lower-F-11","lower-F 11"
2049,"biomass_depletion","all",0.866992343154496,"ratio","Illustrative surplus-production biomass_depletion","lower-F-11","lower-F 11"
2049,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-11","lower-F 11"
2049,"catch","all",107256.888933712,"t","Illustrative surplus-production catch","lower-F-11","lower-F 11"
2050,"total_biomass","all",2739450.78995002,"t","Illustrative surplus-production total_biomass","lower-F-11","lower-F 11"
2050,"biomass_depletion","all",0.868273654961157,"ratio","Illustrative surplus-production biomass_depletion","lower-F-11","lower-F 11"
2050,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-11","lower-F 11"
2050,"catch","all",107415.401888551,"t","Illustrative surplus-production catch","lower-F-11","lower-F 11"
2051,"total_biomass","all",2743030.73047846,"t","Illustrative surplus-production total_biomass","lower-F-11","lower-F 11"
2051,"biomass_depletion","all",0.869408323289048,"ratio","Illustrative surplus-production biomass_depletion","lower-F-11","lower-F 11"
2051,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-11","lower-F 11"
2051,"catch","all",107555.773364473,"t","Illustrative surplus-production catch","lower-F-11","lower-F 11"
2052,"total_biomass","all",2743215.89069866,"t","Illustrative surplus-production total_biomass","lower-F-11","lower-F 11"
2052,"biomass_depletion","all",0.869467010140347,"ratio","Illustrative surplus-production biomass_depletion","lower-F-11","lower-F 11"
2052,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-11","lower-F 11"
2052,"catch","all",107563.033600554,"t","Illustrative surplus-production catch","lower-F-11","lower-F 11"
2023,"total_biomass","all",902918.314809643,"t","Illustrative surplus-production total_biomass","lower-F-12","lower-F 12"
2023,"biomass_depletion","all",0.286181517918576,"ratio","Illustrative surplus-production biomass_depletion","lower-F-12","lower-F 12"
2023,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-12","lower-F 12"
2023,"catch","all",35403.9335233253,"t","Illustrative surplus-production catch","lower-F-12","lower-F 12"
2024,"total_biomass","all",1034702.37888605,"t","Illustrative surplus-production total_biomass","lower-F-12","lower-F 12"
2024,"biomass_depletion","all",0.327950704428893,"ratio","Illustrative surplus-production biomass_depletion","lower-F-12","lower-F 12"
2024,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-12","lower-F 12"
2024,"catch","all",40571.2605865475,"t","Illustrative surplus-production catch","lower-F-12","lower-F 12"
2025,"total_biomass","all",1212580.13413265,"t","Illustrative surplus-production total_biomass","lower-F-12","lower-F 12"
2025,"biomass_depletion","all",0.384329365893027,"ratio","Illustrative surplus-production biomass_depletion","lower-F-12","lower-F 12"
2025,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-12","lower-F 12"
2025,"catch","all",47545.9471320922,"t","Illustrative surplus-production catch","lower-F-12","lower-F 12"
2026,"total_biomass","all",1411348.08816866,"t","Illustrative surplus-production total_biomass","lower-F-12","lower-F 12"
2026,"biomass_depletion","all",0.447329211910756,"ratio","Illustrative surplus-production biomass_depletion","lower-F-12","lower-F 12"
2026,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-12","lower-F 12"
2026,"catch","all",55339.7500883894,"t","Illustrative surplus-production catch","lower-F-12","lower-F 12"
2027,"total_biomass","all",1567166.4824321,"t","Illustrative surplus-production total_biomass","lower-F-12","lower-F 12"
2027,"biomass_depletion","all",0.496716120846532,"ratio","Illustrative surplus-production biomass_depletion","lower-F-12","lower-F 12"
2027,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-12","lower-F 12"
2027,"catch","all",61449.4767178436,"t","Illustrative surplus-production catch","lower-F-12","lower-F 12"
2028,"total_biomass","all",1744334.91742696,"t","Illustrative surplus-production total_biomass","lower-F-12","lower-F 12"
2028,"biomass_depletion","all",0.552869962032905,"ratio","Illustrative surplus-production biomass_depletion","lower-F-12","lower-F 12"
2028,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-12","lower-F 12"
2028,"catch","all",68396.3504184972,"t","Illustrative surplus-production catch","lower-F-12","lower-F 12"
2029,"total_biomass","all",1891689.13898311,"t","Illustrative surplus-production total_biomass","lower-F-12","lower-F 12"
2029,"biomass_depletion","all",0.599574136823664,"ratio","Illustrative surplus-production biomass_depletion","lower-F-12","lower-F 12"
2029,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-12","lower-F 12"
2029,"catch","all",74174.1920889865,"t","Illustrative surplus-production catch","lower-F-12","lower-F 12"
2030,"total_biomass","all",2037640.70686158,"t","Illustrative surplus-production total_biomass","lower-F-12","lower-F 12"
2030,"biomass_depletion","all",0.645833738110922,"ratio","Illustrative surplus-production biomass_depletion","lower-F-12","lower-F 12"
2030,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-12","lower-F 12"
2030,"catch","all",79897.0349220991,"t","Illustrative surplus-production catch","lower-F-12","lower-F 12"
2031,"total_biomass","all",2174158.00593597,"t","Illustrative surplus-production total_biomass","lower-F-12","lower-F 12"
2031,"biomass_depletion","all",0.689103131621331,"ratio","Illustrative surplus-production biomass_depletion","lower-F-12","lower-F 12"
2031,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-12","lower-F 12"
2031,"catch","all",85249.9547842161,"t","Illustrative surplus-production catch","lower-F-12","lower-F 12"
2032,"total_biomass","all",2288372.33284092,"t","Illustrative surplus-production total_biomass","lower-F-12","lower-F 12"
2032,"biomass_depletion","all",0.725303559617519,"ratio","Illustrative surplus-production biomass_depletion","lower-F-12","lower-F 12"
2032,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-12","lower-F 12"
2032,"catch","all",89728.3625989989,"t","Illustrative surplus-production catch","lower-F-12","lower-F 12"
2033,"total_biomass","all",2418512.52485699,"t","Illustrative surplus-production total_biomass","lower-F-12","lower-F 12"
2033,"biomass_depletion","all",0.766551718041712,"ratio","Illustrative surplus-production biomass_depletion","lower-F-12","lower-F 12"
2033,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-12","lower-F 12"
2033,"catch","all",94831.2325167733,"t","Illustrative surplus-production catch","lower-F-12","lower-F 12"
2034,"total_biomass","all",2491290.41342839,"t","Illustrative surplus-production total_biomass","lower-F-12","lower-F 12"
2034,"biomass_depletion","all",0.789618795407026,"ratio","Illustrative surplus-production biomass_depletion","lower-F-12","lower-F 12"
2034,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-12","lower-F 12"
2034,"catch","all",97684.8943449678,"t","Illustrative surplus-production catch","lower-F-12","lower-F 12"
2035,"total_biomass","all",2534249.24310716,"t","Illustrative surplus-production total_biomass","lower-F-12","lower-F 12"
2035,"biomass_depletion","all",0.803234670601746,"ratio","Illustrative surplus-production biomass_depletion","lower-F-12","lower-F 12"
2035,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-12","lower-F 12"
2035,"catch","all",99369.3341500321,"t","Illustrative surplus-production catch","lower-F-12","lower-F 12"
2036,"total_biomass","all",2575256.68642698,"t","Illustrative surplus-production total_biomass","lower-F-12","lower-F 12"
2036,"biomass_depletion","all",0.816232050522765,"ratio","Illustrative surplus-production biomass_depletion","lower-F-12","lower-F 12"
2036,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-12","lower-F 12"
2036,"catch","all",100977.259001532,"t","Illustrative surplus-production catch","lower-F-12","lower-F 12"
2037,"total_biomass","all",2612224.73968766,"t","Illustrative surplus-production total_biomass","lower-F-12","lower-F 12"
2037,"biomass_depletion","all",0.827949138794327,"ratio","Illustrative surplus-production biomass_depletion","lower-F-12","lower-F 12"
2037,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-12","lower-F 12"
2037,"catch","all",102426.79710333,"t","Illustrative surplus-production catch","lower-F-12","lower-F 12"
2038,"total_biomass","all",2639455.78532899,"t","Illustrative surplus-production total_biomass","lower-F-12","lower-F 12"
2038,"biomass_depletion","all",0.836580065699148,"ratio","Illustrative surplus-production biomass_depletion","lower-F-12","lower-F 12"
2038,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-12","lower-F 12"
