"time","metric","group","value","unit","definition","model","label"
2048,"total_biomass","all",2340949.63942534,"t","Illustrative surplus-production total_biomass","higher-F-5","higher-F 5"
2048,"biomass_depletion","all",0.741968027664743,"ratio","Illustrative surplus-production biomass_depletion","higher-F-5","higher-F 5"
2048,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-5","higher-F 5"
2048,"catch","all",179980.761203907,"t","Illustrative surplus-production catch","higher-F-5","higher-F 5"
2049,"total_biomass","all",2327492.61113549,"t","Illustrative surplus-production total_biomass","higher-F-5","higher-F 5"
2049,"biomass_depletion","all",0.737702799327367,"ratio","Illustrative surplus-production biomass_depletion","higher-F-5","higher-F 5"
2049,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-5","higher-F 5"
2049,"catch","all",178946.135702206,"t","Illustrative surplus-production catch","higher-F-5","higher-F 5"
2050,"total_biomass","all",2338599.35936291,"t","Illustrative surplus-production total_biomass","higher-F-5","higher-F 5"
2050,"biomass_depletion","all",0.741223102343409,"ratio","Illustrative surplus-production biomass_depletion","higher-F-5","higher-F 5"
2050,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-5","higher-F 5"
2050,"catch","all",179800.063085694,"t","Illustrative surplus-production catch","higher-F-5","higher-F 5"
2051,"total_biomass","all",2352878.30443902,"t","Illustrative surplus-production total_biomass","higher-F-5","higher-F 5"
2051,"biomass_depletion","all",0.745748838624455,"ratio","Illustrative surplus-production biomass_depletion","higher-F-5","higher-F 5"
2051,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-5","higher-F 5"
2051,"catch","all",180897.880552889,"t","Illustrative surplus-production catch","higher-F-5","higher-F 5"
2052,"total_biomass","all",2330336.38360935,"t","Illustrative surplus-production total_biomass","higher-F-5","higher-F 5"
2052,"biomass_depletion","all",0.738604137920058,"ratio","Illustrative surplus-production biomass_depletion","higher-F-5","higher-F 5"
2052,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-5","higher-F 5"
2052,"catch","all",179164.775320041,"t","Illustrative surplus-production catch","higher-F-5","higher-F 5"
2023,"total_biomass","all",902918.314809643,"t","Illustrative surplus-production total_biomass","higher-F-6","higher-F 6"
2023,"biomass_depletion","all",0.286181517918576,"ratio","Illustrative surplus-production biomass_depletion","higher-F-6","higher-F 6"
2023,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-6","higher-F 6"
2023,"catch","all",69419.6589569872,"t","Illustrative surplus-production catch","higher-F-6","higher-F 6"
2024,"total_biomass","all",1027790.13342851,"t","Illustrative surplus-production total_biomass","higher-F-6","higher-F 6"
2024,"biomass_depletion","all",0.325759856303632,"ratio","Illustrative surplus-production biomass_depletion","higher-F-6","higher-F 6"
2024,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-6","higher-F 6"
2024,"catch","all",79020.2606057512,"t","Illustrative surplus-production catch","higher-F-6","higher-F 6"
2025,"total_biomass","all",1158137.72093674,"t","Illustrative surplus-production total_biomass","higher-F-6","higher-F 6"
2025,"biomass_depletion","all",0.367073749086938,"ratio","Illustrative surplus-production biomass_depletion","higher-F-6","higher-F 6"
2025,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-6","higher-F 6"
2025,"catch","all",89041.8593730714,"t","Illustrative surplus-production catch","higher-F-6","higher-F 6"
2026,"total_biomass","all",1278263.3578164,"t","Illustrative surplus-production total_biomass","higher-F-6","higher-F 6"
2026,"biomass_depletion","all",0.405147776979932,"ratio","Illustrative surplus-production biomass_depletion","higher-F-6","higher-F 6"
2026,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-6","higher-F 6"
2026,"catch","all",98277.5572290122,"t","Illustrative surplus-production catch","higher-F-6","higher-F 6"
2027,"total_biomass","all",1436059.25910321,"t","Illustrative surplus-production total_biomass","higher-F-6","higher-F 6"
2027,"biomass_depletion","all",0.455161460179067,"ratio","Illustrative surplus-production biomass_depletion","higher-F-6","higher-F 6"
2027,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-6","higher-F 6"
2027,"catch","all",110409.482645155,"t","Illustrative surplus-production catch","higher-F-6","higher-F 6"
2028,"total_biomass","all",1530733.54682505,"t","Illustrative surplus-production total_biomass","higher-F-6","higher-F 6"
2028,"biomass_depletion","all",0.485168639038663,"ratio","Illustrative surplus-production biomass_depletion","higher-F-6","higher-F 6"
2028,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-6","higher-F 6"
2028,"catch","all",117688.387788454,"t","Illustrative surplus-production catch","higher-F-6","higher-F 6"
2029,"total_biomass","all",1622425.61682118,"t","Illustrative surplus-production total_biomass","higher-F-6","higher-F 6"
2029,"biomass_depletion","all",0.514230598844099,"ratio","Illustrative surplus-production biomass_depletion","higher-F-6","higher-F 6"
2029,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-6","higher-F 6"
2029,"catch","all",124738.009137129,"t","Illustrative surplus-production catch","higher-F-6","higher-F 6"
2030,"total_biomass","all",1726229.35727087,"t","Illustrative surplus-production total_biomass","higher-F-6","higher-F 6"
2030,"biomass_depletion","all",0.547131373499203,"ratio","Illustrative surplus-production biomass_depletion","higher-F-6","higher-F 6"
2030,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-6","higher-F 6"
2030,"catch","all",132718.819961634,"t","Illustrative surplus-production catch","higher-F-6","higher-F 6"
2031,"total_biomass","all",1830454.41010445,"t","Illustrative surplus-production total_biomass","higher-F-6","higher-F 6"
2031,"biomass_depletion","all",0.58016568384138,"ratio","Illustrative surplus-production biomass_depletion","higher-F-6","higher-F 6"
2031,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-6","higher-F 6"
2031,"catch","all",140732.022821526,"t","Illustrative surplus-production catch","higher-F-6","higher-F 6"
2032,"total_biomass","all",1899485.76141314,"t","Illustrative surplus-production total_biomass","higher-F-6","higher-F 6"
2032,"biomass_depletion","all",0.602045289756401,"ratio","Illustrative surplus-production biomass_depletion","higher-F-6","higher-F 6"
2032,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-6","higher-F 6"
2032,"catch","all",146039.405324005,"t","Illustrative surplus-production catch","higher-F-6","higher-F 6"
2033,"total_biomass","all",1998848.07913127,"t","Illustrative surplus-production total_biomass","higher-F-6","higher-F 6"
2033,"biomass_depletion","all",0.633538347812795,"ratio","Illustrative surplus-production biomass_depletion","higher-F-6","higher-F 6"
2033,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-6","higher-F 6"
2033,"catch","all",153678.743341667,"t","Illustrative surplus-production catch","higher-F-6","higher-F 6"
2034,"total_biomass","all",2058571.15647861,"t","Illustrative surplus-production total_biomass","higher-F-6","higher-F 6"
2034,"biomass_depletion","all",0.652467680233785,"ratio","Illustrative surplus-production biomass_depletion","higher-F-6","higher-F 6"
2034,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-6","higher-F 6"
2034,"catch","all",158270.471733164,"t","Illustrative surplus-production catch","higher-F-6","higher-F 6"
2035,"total_biomass","all",2095608.86058063,"t","Illustrative surplus-production total_biomass","higher-F-6","higher-F 6"
2035,"biomass_depletion","all",0.664206844459697,"ratio","Illustrative surplus-production biomass_depletion","higher-F-6","higher-F 6"
2035,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-6","higher-F 6"
2035,"catch","all",161118.065745978,"t","Illustrative surplus-production catch","higher-F-6","higher-F 6"
2036,"total_biomass","all",2128600.74335995,"t","Illustrative surplus-production total_biomass","higher-F-6","higher-F 6"
2036,"biomass_depletion","all",0.674663678636075,"ratio","Illustrative surplus-production biomass_depletion","higher-F-6","higher-F 6"
2036,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-6","higher-F 6"
2036,"catch","all",163654.602233636,"t","Illustrative surplus-production catch","higher-F-6","higher-F 6"
2037,"total_biomass","all",2157508.65814599,"t","Illustrative surplus-production total_biomass","higher-F-6","higher-F 6"
2037,"biomass_depletion","all",0.683826092109847,"ratio","Illustrative surplus-production biomass_depletion","higher-F-6","higher-F 6"
2037,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-6","higher-F 6"
2037,"catch","all",165877.14834073,"t","Illustrative surplus-production catch","higher-F-6","higher-F 6"
2038,"total_biomass","all",2201964.4698763,"t","Illustrative surplus-production total_biomass","higher-F-6","higher-F 6"
2038,"biomass_depletion","all",0.697916438348936,"ratio","Illustrative surplus-production biomass_depletion","higher-F-6","higher-F 6"
2038,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-6","higher-F 6"
2038,"catch","all",169295.073570904,"t","Illustrative surplus-production catch","higher-F-6","higher-F 6"
2039,"total_biomass","all",2215586.9591927,"t","Illustrative surplus-production total_biomass","higher-F-6","higher-F 6"
2039,"biomass_depletion","all",0.702234109844191,"ratio","Illustrative surplus-production biomass_depletion","higher-F-6","higher-F 6"
2039,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-6","higher-F 6"
2039,"catch","all",170342.420320858,"t","Illustrative surplus-production catch","higher-F-6","higher-F 6"
2040,"total_biomass","all",2242716.65578729,"t","Illustrative surplus-production total_biomass","higher-F-6","higher-F 6"
2040,"biomass_depletion","all",0.710832913993763,"ratio","Illustrative surplus-production biomass_depletion","higher-F-6","higher-F 6"
2040,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-6","higher-F 6"
2040,"catch","all",172428.250516472,"t","Illustrative surplus-production catch","higher-F-6","higher-F 6"
2041,"total_biomass","all",2245258.36886041,"t","Illustrative surplus-production total_biomass","higher-F-6","higher-F 6"
2041,"biomass_depletion","all",0.711638514338168,"ratio","Illustrative surplus-production biomass_depletion","higher-F-6","higher-F 6"
2041,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-6","higher-F 6"
2041,"catch","all",172623.666703971,"t","Illustrative surplus-production catch","higher-F-6","higher-F 6"
2042,"total_biomass","all",2266218.72985775,"t","Illustrative surplus-production total_biomass","higher-F-6","higher-F 6"
2042,"biomass_depletion","all",0.718281936924634,"ratio","Illustrative surplus-production biomass_depletion","higher-F-6","higher-F 6"
2042,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-6","higher-F 6"
2042,"catch","all",174235.175838501,"t","Illustrative surplus-production catch","higher-F-6","higher-F 6"
2043,"total_biomass","all",2285306.97886745,"t","Illustrative surplus-production total_biomass","higher-F-6","higher-F 6"
2043,"biomass_depletion","all",0.724331990386175,"ratio","Illustrative surplus-production biomass_depletion","higher-F-6","higher-F 6"
2043,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-6","higher-F 6"
2043,"catch","all",175702.750163449,"t","Illustrative surplus-production catch","higher-F-6","higher-F 6"
2044,"total_biomass","all",2318125.76375391,"t","Illustrative surplus-production total_biomass","higher-F-6","higher-F 6"
2044,"biomass_depletion","all",0.73473396088672,"ratio","Illustrative surplus-production biomass_depletion","higher-F-6","higher-F 6"
2044,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-6","higher-F 6"
2044,"catch","all",178225.978252671,"t","Illustrative surplus-production catch","higher-F-6","higher-F 6"
2045,"total_biomass","all",2322200.63751709,"t","Illustrative surplus-production total_biomass","higher-F-6","higher-F 6"
2045,"biomass_depletion","all",0.736025499157399,"ratio","Illustrative surplus-production biomass_depletion","higher-F-6","higher-F 6"
2045,"fishing_mortality","all",0.08,"per year","Illustrative surplus-production fishing_mortality","higher-F-6","higher-F 6"
2045,"catch","all",178539.269435598,"t","Illustrative surplus-production catch","higher-F-6","higher-F 6"
